OrderID,OrderDate,CustomerID,EmployeeID,ShipperID,ProductID,Sales,COS,GP,Quantity,Discount,Freight,StatusID,Status,CategoryID,ProductName,SupplierID,CategoryName,Description,Link,Address,City,ContactName,Country,CustomerName,Fax,Phone,PostalCode,CountryCode,ISO3CountryCode,CustomerID.y,Base currency
10553,2015-07-27T00:00:00Z,48,1,3,1,362.4,313.11,49.290000000000006,20,0,24.58,1,Delivered,1,Lenin Jeansshorts,1,Men´s Clothes,Fashion for Men,www.google.com,89 Chiaroscuro Rd.,Portland,Andrea Pamelsson,United States,Too Hot 4U,(503) 555-9646,(503) 555-9573,97219,US,USA,Too Hot 4U222,US dollar
10553,2015-07-27T00:00:00Z,73,9,2,41,191.2,165.2,26,20,0,58.04,4,Shipped,8,Duck Shirt,19,Babywear,0-3 Years,no link,Vinbæltet 34,København,Preben Elkjaer,Denmark,Vite,NULL,NULL,1734,DK,DNK,Vite555,Danish krone
10554,2014-08-27T00:00:00Z,58,8,2,67,1899.6,1572.87,326.72999999999996,30,0,75.02,2,In Transit,2,X-Dress,16,Womens wear,Fashion for Women,www.google.com,Calle Dr. Jorge Cash 321,México D.F.,Francisca Font Barceló,Mexico,La Moda Pasada,(5) 545-3745,(5) 552-3745,5033,MX,MEX,La Moda Pasada111,Mexican peso
10554,2014-08-27T00:00:00Z,37,3,2,14,1743.7,1443.78,299.91999999999996,70,0,29.87,1,Delivered,7,Kool Sunglasses,6,Children´s wear,3-15 Years,www.google.com,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
10554,2014-08-27T00:00:00Z,37,3,2,65,197.4,181.10999999999999,16.29,20,0,29.87,1,Delivered,2,Stretch oui-pants,2,Womens wear,Fashion for Women,www.google.com,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
10554,2014-08-27T00:00:00Z,89,9,2,2,246,203.69,42.309999999999995,12,0,37.89,4,Shipped,1,Mr X Trousers,1,Men´s Clothes,Fashion for Men,www.google.com,Suite 3B,Seattle,Alice Chain,United States,Nirvana Stores,(206) 555-4115,(206) 555-4112,98128,US,USA,Nirvana Stores,US dollar
10555,2015-08-30T00:00:00Z,19,2,2,43,193.5,167.18,26.32,15,0,35.17,1,Delivered,4,Summer Shorts,20,Bath Clothes,Beachwear,www.google.com,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
10555,2015-08-30T00:00:00Z,19,2,2,60,95.76,87.57,8.19,21,0,35.17,1,Delivered,3,Game Over T-Shirt,28,Sportwear,Sports…,www.google.com,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
10555,2015-08-30T00:00:00Z,19,2,2,75,49.32,42.61,6.71,6,0,35.17,1,Delivered,1,Bow tie,12,Men´s Clothes,Fashion for Men,www.google.com,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
10555,2015-08-30T00:00:00Z,79,7,2,56,139.36,120.41000000000001,18.95,4,0,71.49,4,Shipped,5,High Heels Shoes,26,Ladies´Footwear,Ladies Shoes,www.google.com,Luisenstr. 48,Münster,Heinz Disco,Germany,Boombastic,0251-035695,0251-031259,44087,DE,DEU,Boombastic666,Euro
10555,2015-08-30T00:00:00Z,46,2,2,11,319.44,276,43.44,12,0,22.4,4,Shipped,1,Desperado Jeans,5,Men´s Clothes,Fashion for Men,www.google.com,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Tony Montana,Venezuela,Los Vatos Locos,(9) 331-7256,(9) 331-6954,3508,VE,VEN,Los Vatos Locos111,Venezuelan bolívar
10556,2015-08-31T00:00:00Z,80,1,3,63,105.3,90.98,14.32,5,0,76.28,4,Shipped,2,Serve-Shirt,7,Womens wear,Fashion for Women,www.google.com,Avda. Azteca 123,México D.F.,Peloto Gomez,Mexico,Don Balón,NULL,(5) 555-2933,5033,MX,MEX,Don Balón123,Mexican peso
10557,2013-01-31T00:00:00Z,58,8,2,11,289.3,261.8,27.5,10,0,25.62,1,Delivered,1,Desperado Jeans,5,Men´s Clothes,Fashion for Men,www.google.com,Calle Dr. Jorge Cash 321,México D.F.,Francisca Font Barceló,Mexico,La Moda Pasada,(5) 545-3745,(5) 552-3745,5033,MX,MEX,La Moda Pasada111,Mexican peso
10557,2013-01-31T00:00:00Z,58,8,2,24,92,81.14,10.860000000000001,20,0,25.62,1,Delivered,1,Samba Socker  Socks,10,Men´s Clothes,Fashion for Men,www.google.com,Calle Dr. Jorge Cash 321,México D.F.,Francisca Font Barceló,Mexico,La Moda Pasada,(5) 545-3745,(5) 552-3745,5033,MX,MEX,La Moda Pasada111,Mexican peso
10558,2013-01-01T00:00:00Z,14,6,1,37,31.5,27.779999999999998,3.72,7,0,44.5,1,Delivered,8,Mehmet-Skor,17,Babywear,0-3 Years,no link,Hauptstr. 29,Bern,Alfred Neumann,Switzerland,Das Alpen Shoe,NULL,0452-076545,3012,CH,CHE,Das Alpen Shoe444,Swiss franc
10558,2013-01-01T00:00:00Z,14,6,1,42,156.5,138.03,18.47,10,0,44.5,1,Delivered,5,Balett Shoes,20,Ladies´Footwear,Ladies Shoes,www.google.com,Hauptstr. 29,Bern,Alfred Neumann,Switzerland,Das Alpen Shoe,NULL,0452-076545,3012,CH,CHE,Das Alpen Shoe444,Swiss franc
10558,2013-01-01T00:00:00Z,14,6,1,47,127.5,112.46000000000001,15.05,5,0,44.5,1,Delivered,6,Lundenhagen Boots,22,Men´s Footwear,Men Shoes,www.google.com,Hauptstr. 29,Bern,Alfred Neumann,Switzerland,Das Alpen Shoe,NULL,0452-076545,3012,CH,CHE,Das Alpen Shoe444,Swiss franc
10558,2013-01-01T00:00:00Z,14,6,1,51,308.69,264.3399999999999,44.36,3,8.99,44.5,4,Shipped,6,Snake Boots,24,Men´s Footwear,Men Shoes,www.google.com,Hauptstr. 29,Bern,Alfred Neumann,Switzerland,Das Alpen Shoe,NULL,0452-076545,3012,CH,CHE,Das Alpen Shoe444,Swiss franc
10558,2013-01-01T00:00:00Z,14,6,1,62,124.8,105.84,18.959999999999997,5,4.8,44.5,4,Shipped,3,Sheat Shoes,29,Sportwear,Sports…,www.google.com,Hauptstr. 29,Bern,Alfred Neumann,Switzerland,Das Alpen Shoe,NULL,0452-076545,3012,CH,CHE,Das Alpen Shoe444,Swiss franc
10559,2015-05-02T00:00:00Z,63,7,2,39,3596.08,2824.55,771.52,54,326.91999999999996,55.52,1,Delivered,2,Terence Top,18,Womens wear,Fashion for Women,www.google.com,Taucherstraße 10,Cunewalde,George Essen,Germany,Grunewald,NULL,0372-035188,1307,DE,DEU,Grunewald888,Euro
10559,2015-05-02T00:00:00Z,63,7,2,60,282.54,221.92000000000002,60.620000000000005,55,25.68,55.52,1,Delivered,3,Game Over T-Shirt,28,Sportwear,Sports…,www.google.com,Taucherstraße 10,Cunewalde,George Essen,Germany,Grunewald,NULL,0372-035188,1307,DE,DEU,Grunewald888,Euro
10560,2013-01-03T00:00:00Z,14,6,1,22,52.5,46.309999999999995,6.2,15,0,44.5,1,Delivered,5,Ravellis Träskor,9,Ladies´Footwear,Ladies Shoes,www.google.com,Hauptstr. 29,Bern,Alfred Neumann,Switzerland,Das Alpen Shoe,NULL,0452-076545,3012,CH,CHE,Das Alpen Shoe444,Swiss franc
10560,2013-01-03T00:00:00Z,14,6,1,24,236.25,198.45000000000002,37.80000000000001,50,11.25,44.5,1,Delivered,1,Samba Socker  Socks,10,Men´s Clothes,Fashion for Men,www.google.com,Hauptstr. 29,Bern,Alfred Neumann,Switzerland,Das Alpen Shoe,NULL,0452-076545,3012,CH,CHE,Das Alpen Shoe444,Swiss franc
10561,2013-03-03T00:00:00Z,42,1,3,24,94.92,83.72,11.2,21,0,28.479999999999997,2,In Transit,1,Samba Socker  Socks,10,Men´s Clothes,Fashion for Men,www.google.com,1900 Oak St.,Vancouver,Joe Barry,Canada,Millenium,(604) 555-7293,(604) 555-3392,NULL,CA,CAN,Millenium555,Canadian dollar
10561,2013-03-03T00:00:00Z,42,1,3,64,648,628.3,19.7,20,0,28.479999999999997,1,Delivered,5,WFS shoes,12,Ladies´Footwear,Ladies Shoes,www.google.com,1900 Oak St.,Vancouver,Joe Barry,Canada,Millenium,(604) 555-7293,(604) 555-3392,NULL,CA,CAN,Millenium555,Canadian dollar
10562,2013-02-06T00:00:00Z,44,8,2,31,169,149.06,19.939999999999998,20,0,44.07,2,In Transit,4,Rossi Bermuda Shorts,14,Bath Clothes,Beachwear,www.google.com,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
10562,2013-02-06T00:00:00Z,46,9,2,7,669.38,562.2700000000001,107.1,15,31.88,27.5,1,Delivered,7,Conserve Shoes,3,Children´s wear,3-15 Years,www.google.com,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Tony Montana,Venezuela,Los Vatos Locos,(9) 331-7256,(9) 331-6954,3508,VE,VEN,Los Vatos Locos111,Venezuelan bolívar
10563,2013-02-07T00:00:00Z,44,8,2,2,463.90999999999997,355.8,108.11,20,60.51,44.07,4,Shipped,1,Mr X Trousers,1,Men´s Clothes,Fashion for Men,www.google.com,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
10563,2013-02-07T00:00:00Z,44,8,2,16,302.22,236.51,65.71,30,39.42,44.07,1,Delivered,3,Wimbledon T-Shirt,7,Sportwear,Sports…,www.google.com,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
10564,2015-04-07T00:00:00Z,73,3,2,28,678.8199999999999,533.18,145.64,13,61.71,67.63,1,Delivered,7,RDL Suit,12,Children´s wear,3-15 Years,www.google.com,Vinbæltet 34,København,Preben Elkjaer,Denmark,Vite,NULL,NULL,1734,DK,DNK,Vite555,Danish krone
10564,2015-04-07T00:00:00Z,73,3,2,57,451.25,389.88,61.37,25,0,67.63,4,Shipped,5,Burned Rubber Shoes,26,Ladies´Footwear,Ladies Shoes,www.google.com,Vinbæltet 34,København,Preben Elkjaer,Denmark,Vite,NULL,NULL,1734,DK,DNK,Vite555,Danish krone
10564,2015-04-07T00:00:00Z,73,3,2,64,1245.09,977.9599999999999,267.13,35,113.19,67.63,3,Cancelled,5,WFS shoes,12,Ladies´Footwear,Ladies Shoes,www.google.com,Vinbæltet 34,København,Preben Elkjaer,Denmark,Vite,NULL,NULL,1734,DK,DNK,Vite555,Danish krone
10565,2013-02-08T00:00:00Z,80,1,3,39,1165.2,1075.3,89.9,20,0,34.809999999999995,1,Delivered,2,Terence Top,18,Womens wear,Fashion for Women,www.google.com,Avda. Azteca 123,México D.F.,Peloto Gomez,Mexico,Don Balón,NULL,(5) 555-2933,5033,MX,MEX,Don Balón123,Mexican peso
10565,2013-02-08T00:00:00Z,44,8,2,1,854.22,655.15,199.07,40,111.42,44.07,1,Delivered,1,Lenin Jeansshorts,1,Men´s Clothes,Fashion for Men,www.google.com,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
10566,2013-02-09T00:00:00Z,62,3,2,28,431.11,330.64000000000004,100.47,8,56.230000000000004,45.77,3,Cancelled,7,RDL Suit,12,Children´s wear,3-15 Years,www.google.com,"Alameda dos Canàrios, 891",São Paulo,Jorge Alemaio,Brazil,Roba di Piel,NULL,(11) 555-1189,NULL,BR,BRA,Roba di Piel333,Brazilian real
10566,2013-02-09T00:00:00Z,62,3,2,43,464.09,355.94,108.14999999999999,36,60.53,45.77,1,Delivered,4,Summer Shorts,20,Bath Clothes,Beachwear,www.google.com,"Alameda dos Canàrios, 891",São Paulo,Jorge Alemaio,Brazil,Roba di Piel,NULL,(11) 555-1189,NULL,BR,BRA,Roba di Piel333,Brazilian real
10566,2013-02-09T00:00:00Z,62,3,2,77,447.26,343.03,104.23,28,58.339999999999996,45.77,1,Delivered,2,Skirt,12,Womens wear,Fashion for Women,www.google.com,"Alameda dos Canàrios, 891",São Paulo,Jorge Alemaio,Brazil,Roba di Piel,NULL,(11) 555-1189,NULL,BR,BRA,Roba di Piel333,Brazilian real
10567,2015-08-29T00:00:00Z,7,4,1,72,239,206.5,32.5,20,0,52.730000000000004,4,Shipped,4,Rossi Shorts,14,Bath Clothes,Beachwear,www.google.com,"24, place Kléber",Strasbourg,Julie Binoché,France,Menàge à Trois,88.60.15.32,88.60.15.31,67000,FR,FRA,Menàge à Trois111,Euro
10567,2015-08-29T00:00:00Z,37,2,2,2,701.6,606.18,95.42,40,0,78.52,1,Delivered,1,Mr X Trousers,1,Men´s Clothes,Fashion for Men,www.google.com,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
10567,2015-08-29T00:00:00Z,37,2,2,36,367,253.67,113.33,40,73.4,78.52,1,Delivered,8,Mehmet-Tröja,17,Babywear,0-3 Years,no link,8 Johnstown Road,Cork,Robert Bolero,Ireland,Boleros,NULL,NULL,12580,IE,IRL,Boleros222,Euro
10568,2013-02-10T00:00:00Z,89,9,2,16,28.08,24.77,3.3099999999999996,3,0,57.37,1,Delivered,3,Wimbledon T-Shirt,7,Sportwear,Sports…,www.google.com,Suite 3B,Seattle,Alice Chain,United States,Nirvana Stores,(206) 555-4115,(206) 555-4112,98128,US,USA,Nirvana Stores,US dollar
10569,2013-04-13T00:00:00Z,1,8,2,21,675.3499999999999,595.66,79.69,65,0,30.9,2,In Transit,3,Basket Shoes,8,Sportwear,Sports…,www.google.com,Obere Str. 57,Berlin,Albert von Einstein,Germany,Eintrach GS,030-0076545,030-0074321,12209,DE,DEU,Eintrach GS88,Euro
10569,2013-04-13T00:00:00Z,1,8,2,34,516.8099999999998,396.37,120.44000000000001,60,67.41000000000001,30.9,1,Delivered,4,Baywatch Bikkini,16,Bath Clothes,Beachwear,www.google.com,Obere Str. 57,Berlin,Albert von Einstein,Germany,Eintrach GS,030-0076545,030-0074321,12209,DE,DEU,Eintrach GS88,Euro
10570,2013-09-13T00:00:00Z,19,9,2,39,2893.5,2552.07,341.42999999999995,45,0,37.910000000000004,1,Delivered,2,Terence Top,18,Womens wear,Fashion for Women,www.google.com,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
10570,2013-09-13T00:00:00Z,19,9,2,40,1752.6599999999999,1545.85,206.81,91,0,37.910000000000004,1,Delivered,8,Duck Trousers,19,Babywear,0-3 Years,no link,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
10571,2013-09-13T00:00:00Z,19,9,2,60,502,442.76,59.24,100,0,37.910000000000004,1,Delivered,3,Game Over T-Shirt,28,Sportwear,Sports…,www.google.com,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
10571,2013-09-13T00:00:00Z,50,4,1,45,140.85000000000002,124.23,16.62,15,0,56.57,1,Delivered,6,Danske Treshoe,21,Men´s Footwear,Men Shoes,www.google.com,Rue Joseph-Bens 532,Bruxelles,Marco Van Deum,Belgium,De la Vita,(02) 201 24 68,(02) 201 24 67,NULL,BE,BEL,De la Vita88,Euro
10572,2013-09-14T00:00:00Z,18,6,1,17,347.55,306.54,41.01,15,0,57.94,1,Delivered,6,TieBreak Tennis shoes,7,Men´s Footwear,Men Shoes,www.google.com,"67, rue des Cinquante Otages",Nantes,Pierre Chardin,France,Aujourd´hui,40.67.89.89,40.67.88.88,44000,FR,FRA,Aujourd´hui222,Euro
10572,2013-09-14T00:00:00Z,18,6,1,34,80.3,74.4,5.9,10,0,57.94,1,Delivered,4,Baywatch Bikkini,16,Bath Clothes,Beachwear,www.google.com,"67, rue des Cinquante Otages",Nantes,Pierre Chardin,France,Aujourd´hui,40.67.89.89,40.67.88.88,44000,FR,FRA,Aujourd´hui222,Euro
10572,2013-09-14T00:00:00Z,18,6,1,41,127.67999999999999,112.61,15.07,14,0,57.94,1,Delivered,8,Duck Shirt,19,Babywear,0-3 Years,no link,"67, rue des Cinquante Otages",Nantes,Pierre Chardin,France,Aujourd´hui,40.67.89.89,40.67.88.88,44000,FR,FRA,Aujourd´hui222,Euro
10572,2013-09-14T00:00:00Z,44,8,2,30,428.24,359.71999999999997,68.52,15,20.39,77.77,1,Delivered,8,Baby Dark Lounge Suit,13,Babywear,0-3 Years,no link,Magazinweg 7,Frankfurt a.M.,Klaus Deum,Germany,Warp AG,069-0245874,069-0245984,60528,DE,DEU,Warp AG55,Euro
10573,2013-09-15T00:00:00Z,30,5,1,68,208.08,183.53,24.55,18,0,32.120000000000005,1,Delivered,3,Cap,8,Sportwear,Sports…,www.google.com,"Finca La Campana, 33",Sevilla,El Cordobes,Spain,Los Trajes de Matador,NULL,(95) 555 82 82,41101,ES,ESP,Los Trajes de Matador5555,Euro
10573,2013-09-15T00:00:00Z,73,3,2,11,1041.6,918.69,122.91000000000001,40,0,64.34,1,Delivered,1,Desperado Jeans,5,Men´s Clothes,Fashion for Men,www.google.com,Vinbæltet 34,København,Preben Elkjaer,Denmark,Vite,NULL,NULL,1734,DK,DNK,Vite555,Danish krone
10573,2013-09-15T00:00:00Z,73,3,2,38,3511.6,3097.23,414.37,40,0,64.34,2,In Transit,2,Le Baby Dress,18,Womens wear,Fashion for Women,www.google.com,Vinbæltet 34,København,Preben Elkjaer,Denmark,Vite,NULL,NULL,1734,DK,DNK,Vite555,Danish krone
10574,2014-03-15T00:00:00Z,80,1,3,29,1570.84,1211.79,359.05,12,74.8,68.35,1,Delivered,6,Davenport,12,Men´s Footwear,Men Shoes,www.google.com,Avda. Azteca 123,México D.F.,Peloto Gomez,Mexico,Don Balón,NULL,(5) 555-2933,5033,MX,MEX,Don Balón123,Mexican peso
10574,2014-03-15T00:00:00Z,80,1,3,65,687.9599999999999,530.71,157.25,65,32.760000000000005,68.35,1,Delivered,2,Stretch oui-pants,2,Womens wear,Fashion for Women,www.google.com,Avda. Azteca 123,México D.F.,Peloto Gomez,Mexico,Don Balón,NULL,(5) 555-2933,5033,MX,MEX,Don Balón123,Mexican peso
10574,2014-03-15T00:00:00Z,80,1,3,70,250.91,193.56,57.349999999999994,8,11.950000000000001,68.35,1,Delivered,1,US-Master Jeans,7,Men´s Clothes,Fashion for Men,www.google.com,Avda. Azteca 123,México D.F.,Peloto Gomez,Mexico,Don Balón,NULL,(5) 555-2933,5033,MX,MEX,Don Balón123,Mexican peso
10574,2014-03-15T00:00:00Z,52,7,2,47,286.56,232.10999999999999,54.449999999999996,12,0,69.3,1,Delivered,6,Lundenhagen Boots,22,Men´s Footwear,Men Shoes,www.google.com,Heerstr. 22,Leipzig,Helmuth Klein,Germany,Kohl Industries AG,NULL,0342-023176,4179,DE,DEU,Kohl Industries AG33,Euro
10575,2014-01-16T00:00:00Z,76,4,1,42,26.7,21.630000000000003,5.07,2,0,78.21,1,Delivered,5,Balett Shoes,20,Ladies´Footwear,Ladies Shoes,www.google.com,"Boulevard Tirou, 255",Charleroi,Cheril Cow,Belgium,Belgium Black Jeans,(071) 23 67 22 21,(071) 23 67 22 20,NULL,BE,BEL,Black2222,Euro
10575,2014-01-16T00:00:00Z,59,5,1,22,13.68,11.08,2.6,4,0,48.05,1,Delivered,5,Ravellis Träskor,9,Ladies´Footwear,Ladies Shoes,www.google.com,Geislweg 14,Salzburg,Herbert Bernstorf,Austria,Extrawagens,6562-9723,6562-9722,5020,AT,AUT,Extra7777,Euro
10575,2014-01-16T00:00:00Z,59,5,1,31,423,348.12,74.88,50,0,48.05,1,Delivered,4,Rossi Bermuda Shorts,14,Bath Clothes,Beachwear,www.google.com,Geislweg 14,Salzburg,Herbert Bernstorf,Austria,Extrawagens,6562-9723,6562-9722,5020,AT,AUT,Extra7777,Euro
10575,2014-01-16T00:00:00Z,59,5,1,60,68.85,55.77,13.08,15,0,48.05,4,Shipped,3,Game Over T-Shirt,28,Sportwear,Sports…,www.google.com,Geislweg 14,Salzburg,Herbert Bernstorf,Austria,Extrawagens,6562-9723,6562-9722,5020,AT,AUT,Extra7777,Euro
10576,2013-09-19T00:00:00Z,59,4,1,49,458.85,351.91999999999996,106.93,20,59.849999999999994,52.68,1,Delivered,3,Finnish Sport Blades,23,Sportwear,Sports…,www.google.com,Geislweg 14,Salzburg,Herbert Bernstorf,Austria,Extrawagens,6562-9723,6562-9722,5020,AT,AUT,Extra7777,Euro
10576,2013-09-19T00:00:00Z,59,4,1,54,1303.46,999.69,303.76,32,170.02,52.68,1,Delivered,3,Patamonia Fleece Jacket,25,Sportwear,Sports…,www.google.com,Geislweg 14,Salzburg,Herbert Bernstorf,Austria,Extrawagens,6562-9723,6562-9722,5020,AT,AUT,Extra7777,Euro
10576,2013-09-19T00:00:00Z,63,7,2,24,34.80000000000001,30.69,4.109999999999999,8,0,58.13,1,Delivered,1,Samba Socker  Socks,10,Men´s Clothes,Fashion for Men,www.google.com,Taucherstraße 10,Cunewalde,George Essen,Germany,Grunewald,NULL,0372-035188,1307,DE,DEU,Grunewald888,Euro
10577,2013-09-19T00:00:00Z,19,9,2,21,415.8,349.27,66.53,40,19.8,43.67,1,Delivered,3,Basket Shoes,8,Sportwear,Sports…,www.google.com,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
10577,2013-09-19T00:00:00Z,19,9,2,56,908.02,762.74,145.28,21,43.24,43.67,1,Delivered,5,High Heels Shoes,26,Ladies´Footwear,Ladies Shoes,www.google.com,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
10577,2013-09-19T00:00:00Z,19,9,2,65,115.04,96.63,18.41,12,5.48,43.67,4,Shipped,2,Stretch oui-pants,2,Womens wear,Fashion for Women,www.google.com,35 King George,London,Greg Thatcher,United Kingdom,Th Fashing,(171) 555-3373,(171) 555-0297,NULL,GB,GBR,Th Fashing111,Pound sterling
10578,2014-01-20T00:00:00Z,2,2,2,32,198.5,160.79,37.720000000000006,10,0,31.1,1,Delivered,4,Rossi Bikkini,14,Bath Clothes,Beachwear,www.google.com,Avda. de la Constitución 2222,México D.F.,Paco el Maco,Mexico,La Tienda de la Esquina,(5) 555-3745,(5) 555-4729,5021,MX,MEX,La Tienda de la Esquina123,Mexican peso
10578,2014-01-20T00:00:00Z,50,4,1,25,192,129.19,62.809999999999995,12,38.4,49.790000000000006,1,Delivered,3,Basket Vest,11,Sportwear,Sports…,www.google.com,Rue Joseph-Bens 532,Bruxelles,Marco Van Deum,Belgium,De la Vita,(02) 201 24 68,(02) 201 24 67,NULL,BE,BEL,De la Vita88,Euro
10579,2013-09-21T00:00:00Z,32,1,3,21,205.4,181.16,24.24,20,0,40.54,1,Delivered,3,Basket Shoes,8,Sportwear,Sports…,www.google.com,2732 Baker Blvd.,Eugene,Ross The Boss,United States,The Corner Store,NULL,(503) 555-7555,97403,US,USA,The Corner Store33,US dollar
10579,2013-09-21T00:00:00Z,32,1,3,28,134.64,118.75,15.89,3,0,40.54,1,Delivered,7,RDL Suit,12,Children´s wear,3-15 Years,www.google.com,2732 Baker Blvd.,Eugene,Ross The Boss,United States,The Corner Store,NULL,(503) 555-7555,97403,US,USA,The Corner Store33,US dollar
10580,2013-09-22T00:00:00Z,30,5,1,55,441.32,370.7,70.61,10,21.02,22.919999999999998,4,Shipped,3,Feiss Fleece Trousers,25,Sportwear,Sports…,www.google.com,"Finca La Campana, 33",Sevilla,El Cordobes,Spain,Los Trajes de Matador,NULL,(95) 555 82 82,41101,ES,ESP,Los Trajes de Matador5555,Euro
10580,2013-09-22T00:00:00Z,30,5,1,62,649.53,545.61,103.92,20,30.93,22.919999999999998,1,Delivered,3,Sheat Shoes,29,Sportwear,Sports…,www.google.com,"Finca La Campana, 33",Sevilla,El Cordobes,Spain,Los Trajes de Matador,NULL,(95) 555 82 82,41101,ES,ESP,Los Trajes de Matador5555,Euro
10580,2013-09-22T00:00:00Z,30,5,1,64,512.98,430.9,82.08,15,24.43,22.919999999999998,1,Delivered,5,WFS shoes,12,Ladies´Footwear,Ladies Shoes,www.google.com,"Finca La Campana, 33",Sevilla,El Cordobes,Spain,Los Trajes de Matador,NULL,(95) 555 82 82,41101,ES,ESP,Los Trajes de Matador5555,Euro
10581,2013-09-22T00:00:00Z,30,5,1,65,229.76,193,36.760000000000005,21,10.94,22.919999999999998,1,Delivered,2,Stretch oui-pants,2,Womens wear,Fashion for Women,www.google.com,"Finca La Campana, 33",Sevilla,El Cordobes,Spain,Los Trajes de Matador,NULL,(95) 555 82 82,41101,ES,ESP,Los Trajes de Matador5555,Euro
10582,2013-12-23T00:00:00Z,35,3,2,26,710.39,505.04,205.35000000000002,21,118.4,67.39,1,Delivered,3,Bike Helmet,11,Sportwear,Sports…,www.google.com,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Nicolas Balines,Venezuela,El Zapato Rojo,(5) 555-1948,(5) 555-1340,5022,VE,VEN,El Zapato Rojo11,Venezuelan bolívar
10582,2013-12-23T00:00:00Z,35,3,2,44,713.9,578.26,135.64,10,0,67.39,1,Delivered,2,Okkaba Skin Jackets,20,Womens wear,Fashion for Women,www.google.com,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Nicolas Balines,Venezuela,El Zapato Rojo,(5) 555-1948,(5) 555-1340,5022,VE,VEN,El Zapato Rojo11,Venezuelan bolívar
10583,2013-09-26T00:00:00Z,91,8,2,51,215.23999999999998,189.84,25.4,2,0,23.47,1,Delivered,6,Snake Boots,24,Men´s Footwear,Men Shoes,www.google.com,ul. Filtrowa 68,Warszawa,Boniekk Wallessa,Poland,Slotzy Danz,(26) 642-7012,(26) 642-7012,NULL,PL,POL,Slotzy Danz666,Polish złoty
10583,2013-09-26T00:00:00Z,63,8,2,6,197.4,165.82000000000002,31.58,50,9.4,54.620000000000005,3,Cancelled,2,Shagall Socks,3,Womens wear,Fashion for Women,www.google.com,Taucherstraße 10,Cunewalde,George Essen,Germany,Grunewald,NULL,0372-035188,1307,DE,DEU,Grunewald888,Euro
10583,2013-09-26T00:00:00Z,63,8,2,16,121.34,101.92,19.41,12,5.78,54.620000000000005,1,Delivered,3,Wimbledon T-Shirt,7,Sportwear,Sports…,www.google.com,Taucherstraße 10,Cunewalde,George Essen,Germany,Grunewald,NULL,0372-035188,1307,DE,DEU,Grunewald888,Euro
10584,2013-09-26T00:00:00Z,63,8,2,17,404.21,339.53,64.66999999999999,16,19.25,54.620000000000005,1,Delivered,6,TieBreak Tennis shoes,7,Men´s Footwear,Men Shoes,www.google.com,Taucherstraße 10,Cunewalde,George Essen,Germany,Grunewald,NULL,0372-035188,1307,DE,DEU,Grunewald888,Euro
10585,2014-02-27T00:00:00Z,51,1,3,10,123.04,99.66,23.38,16,0,25.959999999999997,1,Delivered,8,Sapporoo Gloves,4,Babywear,0-3 Years,no link,43 rue St. Laurent,Montréal,James Belucci,Canada,Davenport Fashion,(514) 555-8055,(514) 555-8054,NULL,CA,CAN,Davenport Fashion222,Canadian dollar
